PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/elttam/sparkdemo|/src/main/java/com/example/sparkdemo/jsonutil.java(12:19)|/src/main/java/com/example/sparkdemo/jsonutil.java(12:37)|spark.ResponseTransformer|SYMBOL_KIND_TYPE|SYMBOL_USE_TYPE_REFERENCE
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/elttam/sparkdemo|/src/main/java/com/example/sparkdemo/notecontroller.java(18:9)|/src/main/java/com/example/sparkdemo/notecontroller.java(20:11)|spark.Spark.after(spark.Filter[])|SYMBOL_KIND_METHOD|SYMBOL_USE_STATIC_INVOCATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/elttam/sparkdemo|/src/main/java/com/example/sparkdemo/notecontroller.java(19:12)|/src/main/java/com/example/sparkdemo/notecontroller.java(19:40)|spark.Response.type(java.lang.String)|SYMBOL_KIND_METHOD|SYMBOL_USE_INVOCATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/elttam/sparkdemo|/src/main/java/com/example/sparkdemo/notecontroller.java(22:51)|/src/main/java/com/example/sparkdemo/notecontroller.java(25:9)|spark.ExceptionHandler.handle(java.lang.Exception,spark.Request,spark.Response)|SYMBOL_KIND_METHOD|SYMBOL_USE_OVERRIDING
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/elttam/sparkdemo|/src/main/java/com/example/sparkdemo/notecontroller.java(22:51)|/src/main/java/com/example/sparkdemo/notecontroller.java(25:9)|spark.ExceptionHandler|SYMBOL_KIND_INTERFACE|SYMBOL_USE_IMPLEMENTATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/elttam/sparkdemo|/src/main/java/com/example/sparkdemo/notecontroller.java(22:9)|/src/main/java/com/example/sparkdemo/notecontroller.java(25:11)|spark.Spark.exception(java.lang.Class,spark.ExceptionHandler)|SYMBOL_KIND_METHOD|SYMBOL_USE_STATIC_INVOCATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/elttam/sparkdemo|/src/main/java/com/example/sparkdemo/notecontroller.java(23:13)|/src/main/java/com/example/sparkdemo/notecontroller.java(23:28)|spark.Response.status(int)|SYMBOL_KIND_METHOD|SYMBOL_USE_INVOCATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/elttam/sparkdemo|/src/main/java/com/example/sparkdemo/notecontroller.java(24:13)|/src/main/java/com/example/sparkdemo/notecontroller.java(24:51)|spark.Response.body(java.lang.String)|SYMBOL_KIND_METHOD|SYMBOL_USE_INVOCATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/elttam/sparkdemo|/src/main/java/com/example/sparkdemo/notecontroller.java(27:43)|/src/main/java/com/example/sparkdemo/notecontroller.java(30:9)|spark.ExceptionHandler.handle(java.lang.Exception,spark.Request,spark.Response)|SYMBOL_KIND_METHOD|SYMBOL_USE_OVERRIDING
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/elttam/sparkdemo|/src/main/java/com/example/sparkdemo/notecontroller.java(27:43)|/src/main/java/com/example/sparkdemo/notecontroller.java(30:9)|spark.ExceptionHandler|SYMBOL_KIND_INTERFACE|SYMBOL_USE_IMPLEMENTATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/elttam/sparkdemo|/src/main/java/com/example/sparkdemo/notecontroller.java(27:9)|/src/main/java/com/example/sparkdemo/notecontroller.java(30:11)|spark.Spark.exception(java.lang.Class,spark.ExceptionHandler)|SYMBOL_KIND_METHOD|SYMBOL_USE_STATIC_INVOCATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/elttam/sparkdemo|/src/main/java/com/example/sparkdemo/notecontroller.java(28:13)|/src/main/java/com/example/sparkdemo/notecontroller.java(28:28)|spark.Response.status(int)|SYMBOL_KIND_METHOD|SYMBOL_USE_INVOCATION
PLACEHOLDER_CLIENT_ID|CLIENT|/data/ucov/repro/spark/Clients/elttam/sparkdemo|/src/main/java/com/example/sparkdemo/notecontroller.java(29:13)|/src/main/java/com/example/sparkdemo/notecontroller.java(29:51)|spark.Response.body(java.lang.String)|SYMBOL_KIND_METHOD|SYMBOL_USE_INVOCATION
